CNN,Street_Name,Location,X_Coord,Y_Coord,Latitude,Longitude,BOS_District,Zip_Code,SFAR_Neighborhood_Desc,Jurisdiction,Layer,Bike_Path,Accepted
19886000,CHURCH PARKING LOT,CHURCH PARKING LOT: END to CHURCH ACCESS RD (0 - 0),5990122.296,2088540.761,37.714167,-122.4760443,7,94132,Lakeshore,DPW,PRIVATE_PARKING,No,N
19887000,CHURCH PARKING LOT,CHURCH PARKING LOT: CHURCH ACCESS RD to UNNAMED 124 (0 - 0),5990336.773,2088412.626,37.71382761,-122.4752937,7,94132,Lakeshore,DPW,PRIVATE_PARKING,No,N
19888000,CHURCH PARKING LOT,CHURCH PARKING LOT: UNNAMED 124 to UNNAMED 124 (0 - 0),5990550.814,2088268.788,37.71344507,-122.4745434,7,94132,Lakeshore,DPW,PRIVATE_PARKING,No,N
4047000,CIRCULAR AVE,CIRCULAR AVE: FLOOD AVE to CONGO ST (300 - 374),6000277.885,2093963.621,37.72964058,-122.4413317,7,94131,Sunnyside,DPW,STREETS,No,N
4051000,CIRCULAR AVE,CIRCULAR AVE: MARSTON AVE to HAVELOCK ST (600 - 699),5999009.375,2093068.607,37.72711074,-122.4456527,7,94112,Sunnyside,DPW,STREETS,No,N
4079099,CLAY ST,CLAY ST: END to DRUMM ST (1 - 99),6013821.969,2117687.237,37.79554268,-122.39617,3,94111,Financial District,PRIVATE/DPW,PRIVATE,No,N
19065000,CLEARVIEW CT,CLEARVIEW CT: WHITECLIFF WAY to END (1 - 99),6013564.308,2094994.684,37.7332196,-122.395471,10,94124,Silver Terrace,PRIVATE/DPW,PRIVATE,No,N
19797000,CLOUD CIR,CLOUD CIR: END to SCIENCE CIR (1 - 50),5997123.695,2092115.578,37.72438611,-122.4521027,7,94112,Sunnyside,PRIVATE/DPW,PRIVATE,No,N
19798000,CLOUD CIR,CLOUD CIR: SCIENCE CIR to MARSTON AVE (51 - 199),5997797.023,2092296.52,37.72492148,-122.4497881,7,94112,Sunnyside,PRIVATE/DPW,PRIVATE,No,N
19799000,CLOUD CIR,CLOUD CIR: MARSTON AVE to SCIENCE CIR (200 - 299),5997475.593,2093003.953,37.72684553,-122.4509503,7,94112,Sunnyside,PRIVATE/DPW,PRIVATE,No,N
19800000,CLOUD CIR,CLOUD CIR: SCIENCE CIR to END (0 - 0),5997107.509,2092977.971,37.72675311,-122.4522208,7,94112,Sunnyside,PRIVATE/DPW,PRIVATE,No,N
4221000,CLOVER LN,CLOVER LN: CASELLI AVE to THORP LN (1 - 49),6000582.946,2104839.189,37.75951968,-122.441057,8,94114,Eureka Valley - Dolores Heights,DPW,STREETS_PEDESTRI,No,N
4222000,CLOVER LN,CLOVER LN: THORP LN to 19TH ST (50 - 99),6000589.804,2104714.569,37.75917789,-122.4410243,8,94114,Eureka Valley - Dolores Heights,DPW,STREETS_PEDESTRI,No,N
4223000,CLOVER LN,CLOVER LN: 19TH ST to END (100 - 199),6000593.717,2104512.228,37.75862254,-122.4409963,8,94114,Eureka Valley - Dolores Heights,RECPARK/DPW,STREETS,No,N
4226000,CODMAN PL,CODMAN PL: CLAY ST to WASHINGTON ST (1 - 99),6009820.896,2117297.126,37.7942481,-122.4099869,3,94108,Nob Hill,DPW,STREETS,No,N
4250000,COLEMAN ST,COLEMAN ST: END to OLNEY AVE (0 - 0),6016447.305,2086204.062,37.70924219,-122.3848914, ,94124,NULL,DPW,PAPER_WATER,No,N
4251000,COLEMAN ST,COLEMAN ST: OLNEY AVE to END (0 - 0),6016305.403,2086013.515,37.70871113,-122.3853685, ,94124,NULL,DPW,PAPER_WATER,No,N
15158000,COLEMAN ST,COLEMAN ST: GALVEZ AVE to HUDSON AVE (1 - 99),6021750.912,2093046.857,37.72832318,-122.3670329,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
19067001,COLEMAN ST,COLEMAN ST: HUDSON AVE to KENNEDY PL (100 - 142),6021476.812,2093059.534,37.72834297,-122.3679814,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
19067002,COLEMAN ST,COLEMAN ST: KENNEDY PL to INNES AVE \ INNES CT (143 - 199),6021393.694,2092948.123,37.7280325,-122.368261,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
19068001,COLEMAN ST,COLEMAN ST: INNES AVE \ INNES CT to JERROLD AVE \ KENNEDY PL \ KIRKWOOD AVE (200 - 299),6021260.36,2092769.399,37.72753444,-122.3687096,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
4261000,COLIN PL,COLIN PL: END to JONES ST (1 - 99),6008875.784,2114826.174,37.78741045,-122.4130823,3,94102,Downtown,DPW,STREETS,No,N
9949000,COLLEEN WAY,COLLEEN WAY: TOPAZ WAY to GOLD MINE DR \ ONIQUE LN (1 - 99),6001237.829,2097599.027,37.7396772,-122.4382734,8,94131,Diamond Heights,DPW,STREETS_PEDESTRI,No,N
4268000,COLLEGE TER,COLLEGE TER: MISSION ST to END (1 - 99),6004686.102,2095662.591,37.73455571,-122.4262129,8,94112,Bernal Heights,PRIVATE/DPW,PRIVATE,No,N
19763000,COMERFORD ST,COMERFORD ST: END to END (1 - 99),6004246.277,2099996.047,37.74642952,-122.4280422,8,94131,Noe Valley,PRIVATE/DPW,PRIVATE,No,N
4327000,CONGDON ST,CONGDON ST: ALEMANY BLVD \ JUSTIN DR to ALEMANY BLVD (1 - 49),6004678.617,2094558.273,37.73152308,-122.4261602,11,94112,Excelsior,CALTRANS/DPW,STREETS,No,N
4328000,CONGDON ST,CONGDON ST: ALEMANY BLVD to TRUMBULL ST (50 - 99),6004677.042,2094376.893,37.73102496,-122.4261527,11,94112,Excelsior,DPW,STREETS,No,N
4576000,CONTINUUM WAY,CONTINUUM WAY: END to GOLDEN GATE AVE (1 - 99),6008383.245,2112692.645,37.78152463,-122.4146353,5,94102,Tenderloin,DPW,STREETS,No,N
4365000,COOPER ALY,COOPER ALY: END to JACKSON ST (1 - 29),6011037.565,2117874.78,37.79590231,-122.4058178,3,94108,Financial District,DPW,UPROW,No,N
4366000,COPPER ALY,COPPER ALY: END to GRAYSTONE TER (30 - 50),5999666.636,2103784.502,37.75657153,-122.4441502,8,94114,Twin Peaks,DPW,UPROW,No,N
4367000,COPPER ALY,COPPER ALY: GRAYSTONE TER to CORBETT AVE (51 - 99),5999790.811,2103889.331,37.75686645,-122.4437283,8,94114,Twin Peaks,DPW,STREETS,No,N
4368000,COPPER ALY,COPPER ALY: CORBETT AVE to MARKET ST (100 - 199),5999941.899,2104003.361,37.75718817,-122.443214,8,94114,Twin Peaks,DPW,STREETS,No,N
19954000,CORAL CT,CORAL CT: KIRKWOOD AVE \ MARLIN CT to END (100 - 199),6020310.288,2092929.385,37.72792159,-122.3720051,10,94124,Hunters Point,PRIVATE/DPW,PRIVATE,No,N
4371000,CORAL RD,CORAL RD: WISCONSIN ST to CAROLINA ST (1 - 99),6012676.374,2102522.245,37.75383926,-122.399069,10,94107,Potrero Hill,PRIVATE/DPW,PRIVATE,No,N
4372000,CORAL RD,CORAL RD: CAROLINA ST to CAROLINA ST (100 - 199),6012421.403,2102374.79,37.75342017,-122.3999404,10,94107,Potrero Hill,DPW,STREETS,No,N
4373000,CORALINO LN,CORALINO LN: CAMEO WAY to AMBER DR (1 - 99),5999950.96,2099448.608,37.74468244,-122.4428556,8,94131,Diamond Heights,DPW,STREETS_PEDESTRI,No,N
4395000,CORBIN PL,CORBIN PL: 17TH ST to CORBETT AVE (100 - 199),6000069.884,2105707.104,37.76187352,-122.4428937,8,94114,Corona Heights,DPW,UPROW,No,N
4413000,CORONADO ST,CORONADO ST: INGERSON AVE to JAMESTOWN AVE (1 - 99),6014894.177,2089137.165,37.7172099,-122.3904641,10,94124,Bayview Heights,DPW,UPROW,No,N
4439000,CORTLAND AVE,CORTLAND AVE: PERALTA AVE to HOLLADAY AVE (1600 - 1699),6009823.957,2097417.017,37.73966205,-122.4085733,9,94110,Bernal Heights,CALTRANS/DPW,STREETS,No,N
4440000,CORTLAND AVE,CORTLAND AVE: HOLLADAY AVE to HILTON ST (1700 - 1748),6010003.079,2097399.761,37.7396247,-122.4079527,9,94110,Bayview District,CALTRANS/DPW,STREETS,No,N
4444000,COSGROVE ST,COSGROVE ST: BAY SHORE BLVD to END (1 - 99),6010531.629,2098414.788,37.74244133,-122.4061967,9,94124,Bayview District,CALTRANS/DPW,STREETS,No,N
4458000,COSTA ST,COSTA ST: BAY SHORE BLVD to END (1 - 4),6010988.562,2099091.882,37.74432603,-122.4046644,9,94110,Bayview District,DPW,STREETS,No,N
4459000,COSTA ST,COSTA ST: END to HOLLADAY AVE (5 - 10),6010810.263,2099141.836,37.74445322,-122.4052844,9,94110,Bayview District,CALTRANS/DPW,PAPER_FWYS,No,N
4461000,COTTAGE ROW,COTTAGE ROW: SUTTER ST to BUSH ST (1 - 99),6003320.526,2114677.859,37.78668979,-122.4322917,5,94115,Lower Pacfic Heights,DPW,STREETS_PEDESTRI,No,N
12951000,COVENTRY LN,COVENTRY LN: HILLCREST CT \ MYRA WAY to COVENTRY CT (0 - 0),5996974.899,2096587.369,37.73665605,-122.4529397,7,94127,Miraloma Park,DPW,UPROW,No,N
4474000,COWELL PL,COWELL PL: END to VALLEJO ST (1 - 99),6012223.294,2119059.61,37.79922181,-122.4017982,3,94111,North Waterfront,DPW,STREETS,No,N
4477000,CRAGMONT AVE,CRAGMONT AVE: QUINTARA ST to END (100 - 199),5992887.64,2101109.523,37.74883767,-122.4673997,7,94116,Golden Gate Heights,DPW,STREETS,No,N
4501000,CRESCENT AVE,CRESCENT AVE: PUTNAM ST to ALEMANY BLVD OFF RAMP (1200 - 1209),6009069.323,2095780.991,37.73512759,-122.4110669,9,94110,Bernal Heights,DPW,STREETS,No,N
4502000,CRESCENT AVE,CRESCENT AVE: ALEMANY BLVD OFF RAMP to PERALTA AVE \ TOMPKINS AVE (1210 - 1299),6009483.569,2095999.104,37.7357497,-122.4096501,9,94110,Bernal Heights,DPW,STREETS,No,N
15076000,CRESCENT CT,CRESCENT CT: CRESCENT WAY \ UNNAMED 193 to END (200 - 499),6015358.345,2087009.007,37.71139213,-122.3887112,10,94124,Bayview Heights,PRIVATE/DPW,PRIVATE,No,N
15054000,CRESCENT WAY,CRESCENT WAY: EXECUTIVE PARK BLVD to UNNAMED 192 (1 - 99),6014896.892,2086927.712,37.71114332,-122.3903004,10,94124,Bayview Heights,PRIVATE/DPW,PRIVATE,No,N
15055000,CRESCENT WAY,CRESCENT WAY: UNNAMED 192 to CRESCENT CT \ UNNAMED 193 (100 - 199),6015171.743,2086938.554,37.71118833,-122.3893512,10,94124,Bayview Heights,PRIVATE/DPW,PRIVATE,No,N
4503000,CRESCIO CT,CRESCIO CT: END to WHITTIER ST (1 - 99),5998322.385,2086706.768,37.70960335,-122.4475698,11,94112,Crocker Amazon,PRIVATE/DPW,PRIVATE,No,N
4530000,CRESTWELL WALK,CRESTWELL WALK: 15TH AVE \ NORIEGA ST to END (1 - 99),5991671.853,2103646.782,37.75573405,-122.4717887,7,94122,Golden Gate Heights,RECPARK/DPW,UPROW,No,N
4531000,CRISP RD,CRISP RD: GRIFFITH ST to PALOU AVE (1 - 99),6018056.525,2092915.292,37.72775883,-122.3797956,10,94124,Bayview District,DPW,STREETS,No,N
4532000,CRISP RD,CRISP RD: PALOU AVE to QUESADA AVE (100 - 199),6017753.284,2092964.515,37.72787726,-122.3808473,10,94124,Bayview District,PRIVATE/DPW,PRIVATE,No,N
4533000,CRISP RD,CRISP RD: QUESADA AVE to REVERE AVE (200 - 299),6017402.993,2092849.112,37.72754104,-122.3820503,10,94124,Bayview District,PRIVATE/DPW,PRIVATE,No,N
4536101,CROSSOVER DR,CROSSOVER DR: 25TH AVE \ FULTON ST to TRANSVERSE DR (100 - 298) -- NORTH --,5988501.017,2109630.119,37.77197869,-122.4831929,1,94117,Golden Gate Park,RECPARK/DPW,PARKS,No,N
4536201,CROSSOVER DR,CROSSOVER DR: 25TH AVE \ FULTON ST to TRANSVERSE DR (101 - 299) -- SOUTH --,5988472.997,2109597.215,37.77188671,-122.4832874,1,94117,Golden Gate Park,RECPARK/DPW,PARKS,No,N
15145000,CROWN CT,CROWN CT: CROWN TER \ RACCOON DR to END (0 - 0),5999022.616,2103997.305,37.75711908,-122.4463928,8,94114,Clarendon Heights,PRIVATE/DPW,PRIVATE,No,N
4540000,CROWN TER,CROWN TER: TWIN PEAKS BLVD to PEMBERTON PL (1 - 99),5998617.573,2104477.499,37.75841443,-122.4478281,8,94114,Clarendon Heights,DPW,STREETS,No,N
4541000,CROWN TER,CROWN TER: PEMBERTON PL to CROWN CT \ RACCOON DR (100 - 199),5998829.43,2104169.544,37.75758097,-122.4470733,8,94114,Clarendon Heights,DPW,STREETS_PEDESTRI,No,N
4542000,CRYSTAL ST,CRYSTAL ST: DE LONG ST \ GOETHE ST \ RHINE ST to ALEMANY BLVD \ PALMETTO AVE (1 - 99),5994551.587,2086932.691,37.71000746,-122.4606186,11,94112,Outer Mission,CALTRANS/DPW,STREETS,Yes,N
4543000,CUBA ALY,CUBA ALY: MARIETTA DR to END (1 - 99),5999052.946,2096831.309,37.73744472,-122.4457725,7,94127,Miraloma Park,DPW,STREETS,No,N
4545000,CULEBRA TER,CULEBRA TER: END to CHESTNUT ST (1 - 99),6006344.508,2120291.162,37.80227351,-122.4222284,3,94109,Russian Hill,PRIVATE/DPW,PRIVATE,No,N
4546000,CULEBRA TER,CULEBRA TER: CHESTNUT ST to END (100 - 199),6006316.487,2120491.471,37.80282193,-122.4223396,2,94109,Russian Hill,PRIVATE/DPW,PRIVATE,No,N
4549000,CUMBERLAND ST,CUMBERLAND ST: END to SANCHEZ ST (288 - 299),6003702.144,2104498.726,37.75876202,-122.4302449,8,94114,Eureka Valley - Dolores Heights,DPW,PAPER,No,N
4559000,CUSTER AVE,CUSTER AVE: 03RD ST to QUINT ST (1400 - 1499),6015727.462,2099160.769,37.7447789,-122.3882829,10,94124,Bayview District,DPW,STREETS,No,N
4560000,CUSTER AVE,CUSTER AVE: QUINT ST to RANKIN ST (1500 - 1599),6015202.679,2099554.199,37.74583008,-122.390125,10,94124,Bayview District,DPW,STREETS,No,N
4561000,CUSTOM HOUSE PL,CUSTOM HOUSE PL: WASHINGTON ST to JACKSON ST (1 - 99),6012373.44,2117972.66,37.79624568,-122.4012022,3,94111,Financial District,DPW,STREETS,No,N
4563000,CUVIER ST,CUVIER ST: END to END (1 - 9),6003952.187,2095729.075,37.73469675,-122.428755,8,94112,Bernal Heights,DPW,PAPER,No,N
4566000,CUVIER ST,CUVIER ST: MIRANDO WAY to CAYUGA AVE (200 - 299),6004071.114,2094827.35,37.73222755,-122.4282796,8,94112,Bernal Heights,CALTRANS/DPW,PAPER_FWYS,No,N
4574000,DAGGETT ST,DAGGETT ST: 07TH ST to 16TH ST (100 - 199),6013653.995,2107226.576,37.76681075,-122.3960178,6,94107,Potrero Hill,DPW,STREETS,No,N
4578000,DANTON ST,DANTON ST: CAYUGA AVE to STILL ST (1 - 99),6002874.506,2094466.91,37.73117008,-122.4323908,11,94112,Mission Terrace,DPW,STREETS,No,N
4579000,DANTON ST,DANTON ST: STILL ST to CALVERT DR (200 - 299),6002764.353,2094751.325,37.73194477,-122.4327919,11,94112,Mission Terrace,CALTRANS/DPW,PAPER_FWYS,No,N
4595000,DARRELL PL,DARRELL PL: FILBERT ST to END (1 - 99),6011515.395,2120207.765,37.80233483,-122.4043287,3,94133,Telegraph Hill,DPW,UPROW,No,N
12938000,DAVENPORT LN,DAVENPORT LN: END to TRUMBULL ST (0 - 0),6005313.927,2094411.84,37.73115689,-122.4239534,11,94112,Excelsior,DPW,PAPER_FWYS,No,N
4613000,DAVIDSON AVE,DAVIDSON AVE: PHELPS ST to QUINT ST (1400 - 1499),6015564.554,2098931.89,37.74414142,-122.3888303,10,94124,Bayview District,DPW,STREETS,No,N
4614000,DAVIDSON AVE,DAVIDSON AVE: QUINT ST to RANKIN ST (1500 - 1599),6015035.092,2099329.274,37.74520319,-122.3906888,10,94124,Bayview District,DPW,STREETS,No,N
4615000,DAVIDSON AVE,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),6014527.27,2099710.416,37.74622154,-122.3924715,10,94124,Bayview District,CALTRANS/DPW,STREETS,No,N
19959000,DAVIS CT,DAVIS CT: END to DAVIS ST \ JACKSON ST (400 - 499),6013228.321,2118120.3,37.79669872,-122.3982545,3,94111,Financial District,PRIVATE/DPW,PRIVATE,No,N
4617000,DAWSON PL,DAWSON PL: MALVINA PL \ MASON ST to END (1 - 99),6009545.266,2116998.152,37.79341174,-122.4109195,3,94108,Nob Hill,DPW,STREETS,No,N
4625000,DE FOREST WAY,DE FOREST WAY: BEAVER ST to FLINT ST (1 - 99),6001867.505,2106748.776,37.76483602,-122.436751,8,94114,Corona Heights,DPW,STREETS_PEDESTRI,No,N
4639000,DE HARO ST,DE HARO ST: 24TH ST to END (1300 - 1319),6012234.15,2102304.533,37.75321681,-122.400583,10,94107,Potrero Hill,DPW,STREETS,No,N
4640101,DE HARO ST,DE HARO ST: END to END (0 - 0),6012276.809,2102185.068,37.75289117,-122.4004271,10,94107,Potrero Hill,DPW,STREETS,No,N
4640102,DE HARO ST,DE HARO ST: END to END (1321 - 1355),6012300.419,2102177.216,37.75287092,-122.4003449,10,94107,Potrero Hill,DPW,STREETS,No,N
4640103,DE HARO ST,DE HARO ST: END to 25TH ST (1357 - 1399),6012292.8,2101995.973,37.75237285,-122.4003585,10,94107,Potrero Hill,DPW,STREETS,No,N
4640201,DE HARO ST,DE HARO ST: END to 25TH ST (1320 - 1398),6012248.997,2102071.414,37.75257755,-122.4005153,10,94107,Potrero Hill,DPW,STREETS,No,N
4651000,DE LONG ST,DE LONG ST: END to SAN DIEGO AVE (325 - 399),5993069.998,2086825.101,37.70962669,-122.4657314,11,94112,Outer Mission,DPW,PAPER_FWYS,No,N
4654000,DE LONG ST,DE LONG ST: SANTA CRUZ AVE to SAN DIEGO AVE (400 - 499),5992964.545,2086634.77,37.70909801,-122.4660821,11,94112,Outer Mission,DPW,STREETS,No,N
4664000,DEARBORN ST,DEARBORN ST: BIRD ST to 18TH ST (66 - 99),6005861.064,2105610.691,37.76193726,-122.4228574,9,94110,Mission Dolores,DPW,STREETS,No,N
4665000,DECATUR ST,DECATUR ST: BRYANT ST to END (1 - 99),6010763.838,2109378.437,37.77255805,-122.406166,6,94103,South of Market,CALTRANS/DPW,STREETS,No,N
4666000,DECKER ALY,DECKER ALY: END to LANGTON ST (1 - 99),6010213.706,2110629.612,37.7759627,-122.4081573,6,94103,South of Market,DPW,STREETS,No,N
3276098,DELANCEY ST,DELANCEY ST: BEALE ST \ BRYANT ST to BAYSIDE VILLAGE PL (0 - 0),6015562.487,2114152.551,37.78593394,-122.3899004,6,94107,South Beach,DPW,STREETS,No,N
3276099,DELANCEY ST,DELANCEY ST: BAYSIDE VILLAGE PL to END (0 - 0),6015309.718,2113910.343,37.78525487,-122.390758,6,94107,South Beach,DPW,STREETS,No,N
4703000,DELTA ST,DELTA ST: TIOGA AVE to END (135 - 149),6009883.452,2089179.513,37.71704694,-122.4077868,10,94134,Visitacion Valley,DPW,STREETS,No,N
4704000,DELTA ST,DELTA ST: END to TUCKER AVE (150 - 159),6009839.462,2089059.842,37.71671588,-122.4079305,10,94134,Visitacion Valley,DPW,UPROW,No,N
4727000,DETROIT ST,DETROIT ST: END to MONTEREY BLVD (426 - 499),5999432.876,2094583.36,37.73129407,-122.4442975,7,94131,Sunnyside,DPW,UPROW,No,N
4728000,DETROIT ST,DETROIT ST: MONTEREY BLVD to JOOST AVE (500 - 599),5999437.096,2094831.753,37.73197634,-122.4443007,7,94131,Sunnyside,DPW,UPROW,No,N
15143000,DIAMOND COVE TER,DIAMOND COVE TER: EMERALD COVE WAY to CANDLESTICK COVE WAY (100 - 199),6013699.372,2087641.5,37.71303674,-122.3944893,10,94124,Bayview Heights,PRIVATE/DPW,PRIVATE,No,N
15144000,DIAMOND COVE TER,DIAMOND COVE TER: CANDLESTICK COVE WAY to END (200 - 299),6013981.306,2087483.689,37.7126191,-122.3935038,10,94124,Bayview Heights,PRIVATE/DPW,PRIVATE,No,N
4785000,DIANA ST,DIANA ST: END to END (1 - 16),6013370.401,2094197.138,37.73101891,-122.3960855,10,94124,Silver Terrace,DPW,PAPER,No,N
4788000,DICHA ALY,DICHA ALY: LUPINE AVE to WOOD ST (1 - 99),5998322.076,2113754.925,37.78387097,-122.4495186,2,94118,Jordan Park - Laurel Heights,DPW,STREETS,No,N
11180000,DIRK DIRKSEN PL,DIRK DIRKSEN PL: BROADWAY to END (1 - 99),6011395.096,2118586.59,37.79787676,-122.4046308,3,94133,Financial District,DPW,STREETS,No,N
4842000,DIVISION ST,DIVISION ST: VERMONT ST to SAN BRUNO AVE (126 - 195),6010945.214,2108329.024,37.76968675,-122.4054647,6,94103,South of Market,CALTRANS/DPW,STREETS,Yes,N
4847000,DIVISION ST,DIVISION ST: END to BRYANT ST (0 - 0),6009507.195,2108137.308,37.76907982,-122.4104252,9,94103,Inner Mission,CALTRANS/DPW,PAPER_FWYS,No,N
4848000,DIXIE ALY,DIXIE ALY: BURNETT AVE to CORBETT AVE (1 - 99),5999825.327,2102880.516,37.75409846,-122.4435365,8,94131,Twin Peaks,DPW,UPROW,No,N
4849000,DIXIE ALY,DIXIE ALY: CORBETT AVE to MARKET ST (100 - 199),6000052.425,2102791.236,37.75386627,-122.4427447,8,94131,Twin Peaks,DPW,UPROW,No,N
4850000,DIXIE ALY,DIXIE ALY: MARKET ST to ALVARADO ST \ GRAND VIEW AVE (200 - 299),6000226.807,2102659.196,37.75351366,-122.4421322,8,94131,Noe Valley,DPW,UPROW,No,N
4851000,DOCK ST,DOCK ST: CARROLL AVE to DONNER AVE (0 - 0),6020423.753,2087101.186,37.71192467,-122.37121, ,94124,NULL,DPW,PAPER_WATER,No,N
4852000,DOCK ST,DOCK ST: END to CARROLL AVE (0 - 0),6020585.412,2087310.912,37.71250941,-122.3706657, ,94124,NULL,DPW,PAPER_WATER,No,N
4853000,DOCK ST,DOCK ST: DONNER AVE to EGBERT AVE (0 - 0),6020256.403,2086876.7,37.71129908,-122.3717729, ,94124,NULL,DPW,PAPER_WATER,No,N
4854000,DOCK ST,DOCK ST: EGBERT AVE to FITZGERALD AVE (0 - 0),6020094.707,2086652.676,37.71067507,-122.3723162, ,94124,NULL,DPW,PAPER_WATER,No,N
4855000,DOCK ST,DOCK ST: FITZGERALD AVE to GILMAN AVE (0 - 0),6019927.356,2086428.191,37.71004948,-122.3728791, ,94124,NULL,DPW,PAPER_WATER,No,N
19953000,DOLPHIN CT,DOLPHIN CT: KIRKWOOD AVE to END (100 - 199),6020445.577,2092927.942,37.72792506,-122.3715373,10,94124,Hunters Point,PRIVATE/DPW,PRIVATE,No,N
15081000,DON CHEE WAY,DON CHEE WAY: STEUART ST to THE EMBARCADERO (1 - 99),6014563.939,2117110.773,37.7940011,-122.3935623,3,94105,South Beach,RECPARK/PRIVATE/DPW,PRIVATE,No,N
4892000,DONAHUE ST,DONAHUE ST: EGBERT AVE to FITZGERALD AVE (1 - 49),6017419.801,2088640.637,37.71598631,-122.3816996,10,94124,Hunters Point,DPW,STREETS,No,N
4893000,DONAHUE ST,DONAHUE ST: FITZGERALD AVE to GILMAN AVE (50 - 99),6017257.137,2088420.675,37.71537335,-122.3822465,10,94124,Hunters Point,DPW,STREETS,No,N
4897001,DONAHUE ST,DONAHUE ST: INNES AVE to CLEO RAND AVE (100 - 199),6020823.679,2093197.927,37.72868715,-122.3702489,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
4898000,DONAHUE ST,DONAHUE ST: CLEO RAND AVE to JERROLD AVE (200 - 299),6020739.537,2093087.252,37.72837863,-122.3705321,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
19081001,DONAHUE ST,DONAHUE ST: HUDSON AVE to INNES AVE (0 - 0),6020944.283,2093360.468,37.72914007,-122.3698432,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
19082001,DONAHUE ST,DONAHUE ST: GALVEZ AVE to HUDSON AVE (0 - 0),6021108.915,2093577.666,37.72974549,-122.369289,10,94124,Hunters Point,HUNTERSPOINT/DPW,STREETS,No,N
4901000,DONNER AVE,DONNER AVE: POLLOCK ST to VON SCHMIDT ST (0 - 0),6021676.612,2085997.255,37.70896219,-122.3668036, ,94124,NULL,DPW,PAPER_WATER,No,N
4902000,DONNER AVE,DONNER AVE: VON SCHMIDT ST to TEVIS ST (0 - 0),6021144.26,2086394.115,37.71002271,-122.3686709, ,94124,NULL,DPW,PAPER_WATER,No,N
4903000,DONNER AVE,DONNER AVE: TEVIS ST to DOCK ST (0 - 0),6020606.254,2086790.513,37.71108164,-122.3705577, ,94124,NULL,DPW,PAPER_WATER,No,N
4904000,DONNER AVE,DONNER AVE: SHIP ST to DOCK ST (0 - 0),6020074.738,2087182.073,37.7121276,-122.3724219, ,94124,NULL,DPW,PAPER_WATER,No,N
4905000,DONNER AVE,DONNER AVE: ALVORD ST to SHIP ST (0 - 0),6019548.073,2087579.583,37.71319014,-122.3742697, ,94124,NULL,DPW,PAPER_WATER,No,N
4906000,DONNER AVE,DONNER AVE: BOALT ST to ALVORD ST (0 - 0),6019014.881,2087981.737,37.71426504,-122.3761405, ,94124,NULL,DPW,PAPER_WATER,No,N
4909000,DONNER AVE,DONNER AVE: END to 03RD ST (1600 - 1699),6013847.414,2091829.631,37.72454475,-122.3942707,10,94124,Bayview District,DPW,STREETS,No,N
15203000,DONNER AVE,DONNER AVE: ARELIOUS WALKER DR to GIANTS DR (1100 - 1199),6016468.442,2089882.818,37.71934452,-122.3850744,10,94124,Bayview District,DPW/STATE_PARK,STREETS,No,N
15164000,DORCAS WAY,DORCAS WAY: FOERSTER ST to STANFORD HEIGHTS AVE (1 - 49),5998126.107,2096499.069,37.73647951,-122.4489531,7,94127,Miraloma Park,DPW,UPROW,No,N
15165000,DORCAS WAY,DORCAS WAY: STANFORD HEIGHTS AVE to MOLIMO DR (50 - 99),5998013.39,2096717.407,37.73707256,-122.4493586,7,94127,Miraloma Park,DPW,UPROW,No,N
4932000,DORE ST,DORE ST: BRYANT ST to BRANNAN ST (300 - 399),6010112.108,2108534.074,37.77020315,-122.4083609,6,94103,South of Market,CALTRANS/DPW,STREETS,No,N
4933000,DORIC ALY,DORIC ALY: END to JACKSON ST (1 - 99),6009523.262,2117678.906,37.79527968,-122.4110437,3,94108,Nob Hill,DPW,STREETS,No,N
4948000,DOUGLASS ST,DOUGLASS ST: 20TH ST to CORWIN ST (376 - 409),6001155.096,2104001.672,37.75725263,-122.4390182,8,94114,Eureka Valley - Dolores Heights,RECPARK/DPW,STREETS_PEDESTRI,No,N
4963000,DOW PL,DOW PL: 02ND ST to END (1 - 99),6013728.905,2113720.786,37.78464656,-122.3962139,6,94107,South of Market,DPW,STREETS,No,N
4974000,DRUMMOND ALY,DRUMMOND ALY: DUNSHEE ST to QUINT ST (1 - 99),6013493.698,2096457.974,37.73723356,-122.3958176,10,94124,Silver Terrace,DPW,UPROW,No,N
4984000,DUBOCE AVE,DUBOCE AVE: BUCHANAN ST \ MARKET ST to CHURCH ST (300 - 399),6004510.954,2108382.152,37.76947076,-122.4277244,8,94117,Duboce Triangle,DPW,STREETS,Yes,N
5003000,DUNCAN ST,DUNCAN ST: END to NOE ST (487 - 499),6003338.874,2099799.229,37.74583773,-122.4311659,8,94131,Noe Valley,DPW,STREETS_PEDESTRI,No,N
